latitude degree WGS84,longitude degree WGS84,altitude in meters AMSL,thermal probability in a circle with 250m radius around the hotspot
46.56656,7.57714,2308,80
47.32212,12.43498,1842,80
47.06761,11.21259,2610,80
47.57754,12.92064,1608,80
42.45911,12.91303,680,80
44.15005,3.11493,737,80
47.19172,11.82379,1586,80
46.21933,13.86278,1505,80
47.43904,11.74136,1394,80
47.39947,10.53039,1956,80
46.79955,9.0582,2192,80
45.65801,6.20005,1446,80
47.0874,12.1763,2770,80
45.81993,6.84295,3311,80
48.87978,19.18346,1159,80
46.91829,11.36095,2269,80
46.491,8.90224,1754,80
47.59552,15.1435,1824,80
47.4912,11.3153,1885,80
47.33382,10.56209,1913,80
42.64182,-1.19893,1091,80
45.38724,7.3565,2189,80
50.62724,14.05806,136,80
46.56566,7.64181,1144,80
46.82024,6.55257,971,80
41.94699,0.62577,771,80
54.54104,-3.26202,357,80
46.20854,9.90905,1892,80
52.57844,8.76021,34,80
41.48257,21.28839,1153,80
47.81137,16.01464,1017,80
46.97137,11.84661,2520,80
48.89597,21.85267,343,80
46.87511,13.39995,1857,80
40.42302,-7.64054,1178,80
46.62503,8.49773,3016,80
39.78465,2.90697,499,80
45.4664,1.84943,797,80
47.57394,13.73598,1676,80
44.18334,6.44859,1669,80
46.79865,6.52974,904,80
45.85951,6.42196,1642,80
39.70811,19.75407,414,80
52.49311,14.58556,11,80
48.97239,20.96885,617,80
43.75412,7.14854,731,80
43.2826,12.77354,848,80
44.88792,5.5914,1759,80
46.92999,10.02698,2704,80
46.03852,7.02047,2552,80
46.65562,9.23066,2683,80
53.13982,10.03332,74,80
46.85982,11.81237,2329,80
46.34077,9.00875,2253,80
47.26277,7.38693,951,80
55.60097,-3.67667,445,80
50.30095,10.68382,298,80
47.71873,12.53389,1358,80
45.49069,22.80623,693,79
53.56467,12.65181,84,79
46.78875,13.1324,2308,79
46.52428,10.60647,2321,79
44.77814,7.08007,2074,79
46.39925,7.17264,2073,79
45.43582,5.96293,923,79
45.60673,6.17216,1795,79
46.72129,7.79397,2034,79
48.15311,7.1384,963,79
42.65982,24.86679,1570,79
45.95396,8.81347,750,79
43.881,11.12383,286,79
47.71154,14.89623,1661,79
45.75516,9.74548,781,79
45.92788,13.82221,1141,79
48.59019,11.92776,465,79
50.70275,15.26523,621,79
49.53869,18.16142,520,79
40.41941,-7.44907,747,79
48.84021,16.63344,368,79
46.88411,12.00258,2634,79
47.18273,13.1362,2132,79
47.84644,8.51295,826,79
47.66747,12.01019,977,79
41.45827,13.2275,547,79
47.03793,12.3944,2758,79
46.99026,9.59078,1010,79
49.79757,12.19278,517,79
46.24092,20.08756,77,79
43.2934,-2.10938,292,79
46.2895,13.40122,1459,79
46.55127,7.39454,1229,79
44.82853,7.09782,1969,79
46.20674,10.08151,1774,79
47.23039,14.11512,1951,79
46.47751,8.12366,3039,79
45.75606,6.55637,1843,79
46.81215,10.2324,2473,79
49.09823,18.82587,1373,79
42.69942,24.71843,1399,79
46.13567,12.59855,808,79
41.69858,13.83616,994,79
47.28345,7.65068,1183,79
47.58383,14.15443,1660,79
46.17975,12.68859,832,79
47.38418,13.34035,1674,79
50.79712,15.51757,1173,79
46.0808,11.60315,1633,79
49.08655,15.71538,488,79
46.09879,8.49266,1785,79
47.091,9.1178,1813,79
45.80014,11.67162,990,79
47.55595,12.25365,1674,79
40.89121,8.83883,286,79
42.00909,0.91489,1016,79
47.53886,11.17328,1940,79
45.77765,14.03524,943,79
46.36686,7.198,2073,79
44.76014,5.70806,1137,79
38.56184,22.30536,1513,79
48.61897,23.28174,1321,79
46.23553,11.49283,2171,79
44.05827,7.71789,1833,79
46.93898,12.53769,2064,79
46.77526,7.98291,2080,79
43.52736,5.63705,421,79
50.03487,9.79113,212,79
42.74082,13.17551,1626,79
47.38058,13.26427,1740,79
52.05182,22.44738,159,79
46.97856,8.97451,2600,79
51.29325,0.5852,114,79
40.8651,21.77405,1589,79
46.67631,8.67272,2815,79
46.04482,6.5551,896,79
46.76807,8.07801,1232,79
52.91617,-3.75275,625,79
44.04387,6.41942,1678,79
48.89597,11.13524,509,79
42.06039,12.7951,914,79
46.84813,7.87639,1325,79
48.49936,8.21623,722,79
45.85141,6.43971,2120,79
47.38058,10.91968,1348,79
38.69875,15.96772,126,79
46.50809,7.00018,1772,79
47.83655,10.85501,732,79
47.47321,12.25999,1537,79
47.75471,12.80271,1636,79
42.66522,12.31705,848,79
44.86723,5.20591,1218,79
46.54588,8.30119,2673,79
45.81903,13.62313,231,79
54.46379,35.98491,195,79
42.98113,-0.1883,1081,79
47.30594,12.83948,1509,79
46.2985,13.52676,1136,79
41.20986,23.99945,733,79
42.02889,0.79316,1128,79
46.4847,14.31294,1728,79
42.71562,-0.56998,2053,79
46.88501,13.39234,2273,79
47.42375,13.15142,1525,79
46.15816,6.43464,1226,79
47.16474,13.14001,1976,79
47.47951,15.20056,1536,79
44.61887,5.89319,2236,79
51.75882,9.37648,88,79
45.63102,6.22288,1880,79
52.15697,6.48283,12,79
44.26073,5.6269,1222,79
41.41957,21.23767,1264,79
46.19685,7.53149,2671,79
38.20517,21.82224,883,79
43.2952,-1.28515,752,79
48.7134,18.92731,820,79
46.45412,7.3248,1956,79
48.94452,19.58669,1876,79
46.65922,9.05947,2489,79
43.03604,-2.08148,507,79
45.33237,13.66497,57,79
46.11588,6.4321,1303,79
45.64001,10.0422,246,79
46.66282,7.39581,1825,79
47.72503,12.9815,1202,79
46.93179,9.74675,1419,79
47.65308,7.9081,524,79
46.43793,13.6282,1737,79
45.82263,6.23302,786,79
43.16562,13.00179,1032,79
49.65195,18.55832,524,79
47.58023,14.22798,998,79
38.62489,-0.71454,1079,79
42.04599,1.00492,1153,79
48.69901,18.65215,682,79
41.53567,12.99164,226,79
46.0871,8.45589,1858,79
46.10059,11.52199,1822,79
46.61334,11.94298,2126,79
46.77976,12.22575,2057,79
44.80154,6.05803,2131,79
47.15395,9.27757,2219,79
54.53476,-3.04011,669,79
41.56717,12.99038,443,79
47.66747,11.48395,1372,79
42.89383,0.75638,1615,79
47.0829,9.39296,892,79
45.56805,6.10622,1163,79
46.8904,8.03617,1442,79
46.23463,13.69287,1370,79
46.87331,9.47412,2016,79
39.17059,21.27571,1191,79
42.1954,13.91604,383,79
46.74018,11.89733,1863,79
45.90989,6.73643,1398,79
47.00555,12.10529,2822,79
49.65464,21.82097,294,79
47.60362,13.37332,1003,79
47.05952,12.2042,2930,79
45.6832,10.8195,1888,79
47.21061,7.38567,963,79
47.73222,14.1278,2047,79
47.01095,10.04093,2164,79
46.40644,7.96389,3198,79
47.70164,11.8073,1368,79
46.43433,11.81364,2008,79
46.71679,12.3589,2005,79
46.16806,7.55558,2217,79
54.65512,-3.18086,334,79
52.02845,-3.12127,399,79
46.33538,7.96769,1724,79
46.55937,11.86436,1800,79
46.35696,25.36893,762,79
46.2958,13.25286,1118,79
52.80569,18.27681,84,79
47.61621,11.37236,1241,79
46.09159,10.90446,1363,79
50.6596,10.22733,470,79
47.36709,9.73153,1237,79
45.75876,10.12842,1118,79
49.15756,19.98485,1911,79
49.23846,12.96882,687,79
47.33651,29.16289,24,79
46.26161,7.58221,1626,79
46.35786,7.51374,2779,79
45.86401,6.40294,1525,79
45.51588,5.8057,957,79
46.66642,10.01176,2711,79
45.17225,5.92109,1852,79
54.41708,-1.204,303,79
46.079,7.25379,2055,79
46.91199,11.47888,1910,79
47.03883,9.54259,1111,79
44.60807,6.5868,2038,79
46.16896,6.73263,1757,79
46.4865,8.16043,3047,79
47.31943,11.48395,1923,79
48.07487,7.98671,676,79
45.19114,7.43131,1535,79
46.93179,12.66196,2684,79
46.99026,9.40564,2121,79
46.72039,14.50061,969,79
52.36549,-8.22384,689,79
44.81413,6.05677,2594,79
47.11708,11.29882,1362,79
43.71183,7.03188,588,79
46.87421,8.45335,2020,79
44.87982,1.44619,87,79
48.22057,4.69743,312,79
46.9003,10.37949,3256,79
46.18515,15.89671,688,79
45.97105,7.99432,2000,79
48.12074,3.90111,206,79
55.75906,25.80894,110,79
47.38238,10.37569,1963,79
45.82173,10.91714,1590,79
44.9905,5.91855,2318,79
48.12883,8.09957,1114,79
47.6252,7.91697,436,79
46.42983,7.99686,3521,79
54.65332,-2.997,434,79
46.85442,9.4272,1898,79
46.13927,7.65322,2670,79
46.4919,11.79589,2094,79
46.26251,8.77416,2186,79
46.32008,8.64482,2075,79
47.31853,15.53913,1116,79
46.97586,9.8634,2502,79
46.34797,7.40849,2788,79
43.09813,13.21609,912,79
46.91469,8.376,1075,79
46.19685,6.85943,1822,79
47.33472,10.28566,1821,79
46.84723,11.78448,1913,79
47.92558,7.01667,1229,79
46.31649,12.82426,1268,79
41.93259,12.81412,444,79
38.49789,-0.63085,1116,79
47.01994,9.34858,1876,79
47.38958,12.47429,1770,79
44.02047,6.44098,1278,79
45.51858,7.80792,1340,79
42.1189,9.04299,1522,79
47.96156,6.97863,960,79
46.2823,8.71457,1955,79
45.76685,9.8875,830,79
45.86311,6.29896,1381,79
47.20521,7.22209,1216,79
46.30029,13.54704,1348,79
55.70427,24.34816,49,79
46.78516,11.19357,2058,79
51.24561,9.84438,489,79
46.88411,8.79445,2501,79
45.8721,6.25838,1535,79
46.86882,12.80398,2014,79
46.78696,12.52754,2055,79
39.438,21.62315,757,79
50.64342,15.74962,1124,79
47.4957,15.28679,1247,79
46.38665,11.72361,2549,79
39.46141,20.54025,719,79
46.46041,11.66528,2674,79
42.92173,0.74751,1500,79
48.81863,10.0777,550,79
46.32548,7.89288,1803,79
46.73748,7.34002,1298,79
47.47951,10.75103,1347,79
47.02084,12.46034,2006,79
48.84291,16.24923,227,79
47.74841,12.22956,1111,79
46.60165,8.48378,2244,79
40.29246,-0.12617,681,79
42.69492,26.43661,826,79
44.51809,3.45856,985,79
43.99707,7.67351,1910,79
46.74828,12.76593,2424,79
45.70838,23.98043,938,79
48.11174,8.10337,1126,79
44.4191,9.23826,508,78
44.55318,9.00368,813,78
46.84453,12.87625,1818,78
47.69535,15.71411,1764,78
47.47411,12.30817,1555,78
46.0898,18.12592,312,78
46.59715,8.40897,3065,78
47.42105,11.05028,2460,78
46.76896,8.10971,1672,78
44.65306,6.94819,3051,78
49.45329,8.66892,120,78
46.62593,7.48964,2013,78
41.33856,21.27191,1162,78
47.29065,10.35921,2328,78
46.06641,10.85881,1569,78
47.18452,10.58365,2167,78
44.28233,5.69918,1274,78
46.97586,10.50249,2217,78
45.58694,6.36109,1759,78
47.2268,12.7634,2293,78
47.36349,12.61377,1806,78
45.6778,8.01588,1765,78
46.83823,9.05693,2718,78
47.62341,12.49077,1520,78
44.18964,5.64846,1324,78
49.48835,21.67514,563,78
38.49249,22.54755,1191,78
47.44713,12.54783,1499,78
44.70705,6.14426,2359,78
46.18875,12.75579,287,78
47.31403,7.58094,1062,78
51.92419,-2.997,440,78
47.42735,12.28662,1740,78
46.25082,9.05693,1261,78
47.51728,11.41294,1632,78
43.3078,13.04871,967,78
43.02344,-0.2162,1758,78
52.33403,-3.61326,343,78
40.36989,-7.5112,1249,78
47.29425,7.55939,1063,78
50.69196,16.30882,791,78
46.81215,10.17154,2836,78
47.63599,13.31499,1678,78
45.75606,6.04028,766,78
46.23732,13.99086,1510,78
45.8721,8.73485,1049,78
48.02361,34.91216,132,78
46.04932,12.46922,875,78
53.17934,22.97361,107,78
46.57916,11.72742,2276,78
47.02714,9.72519,2196,78
47.50289,10.40612,1427,78
45.68589,5.60661,500,78
47.7682,8.67399,577,78
47.03793,8.81474,1482,78
46.61154,7.86752,2157,78
46.35337,7.94867,2484,78
46.81124,12.66449,1906,78
46.11049,6.76179,1834,78
45.6778,6.41816,878,78
46.61424,8.05392,1340,78
54.58326,-2.83596,334,78
44.05017,10.61915,1147,78
47.46872,10.48728,1766,78
50.11577,4.99415,154,78
45.88919,6.53862,1747,78
46.10689,8.38361,1692,78
44.16895,5.09813,469,78
45.95666,6.8011,2240,78
50.50679,9.94329,771,78
47.74302,13.59776,1297,78
47.4903,10.03586,1512,78
44.60177,6.81251,2985,78
46.67271,13.89575,1453,78
46.09699,6.13538,1157,78
46.40374,11.81237,2764,78
45.69219,10.12335,691,78
47.16834,7.20941,1181,78
43.80721,6.77701,1607,78
46.38485,8.17692,2177,78
45.99084,8.08182,1977,78
46.63853,7.3603,1923,78
50.71983,-2.80299,73,78
46.66462,8.00827,2525,78
43.3105,20.74314,1193,78
46.17706,6.54749,1723,78
51.91341,10.68763,221,78
50.97778,11.63612,251,78
46.68351,8.87053,1829,78
47.75021,12.51486,1695,78
47.43095,12.97643,1836,78
47.3599,9.98894,1698,78
46.32458,10.76117,1646,78
42.72552,24.65122,1185,78
47.26727,10.29834,2153,78
47.05412,9.58951,2495,78
48.88608,19.20248,1248,78
46.36866,8.50914,2278,78
43.8738,7.73311,1249,78
46.23642,13.18819,446,78
47.70435,15.74582,1684,78
47.24118,12.36777,2105,78
48.89057,13.05251,939,78
46.97047,13.23891,2519,78
47.67017,14.38902,1254,78
46.58905,7.61011,1692,78
45.76955,9.75943,872,78
45.96386,6.59061,1688,78
42.48071,12.98023,1854,78
47.27986,9.25855,1305,78
47.32932,12.69619,2027,78
45.39983,4.61628,1256,78
47.10718,8.5269,838,78
45.90899,11.86309,1272,78
47.17284,10.39471,2554,78
45.0283,5.91221,2513,78
45.34946,6.13665,1855,78
47.66567,12.36397,1112,78
51.24831,11.66655,108,78
49.14587,22.36622,1053,78
38.75189,16.19977,183,78
49.66363,22.51205,445,78
46.67001,13.36318,1863,78
39.46681,21.60667,454,78
45.37105,11.46747,69,78
46.4937,8.12239,3327,78
45.31617,5.90587,729,78
38.22859,23.36036,407,78
45.0031,5.55589,2067,78
43.12153,23.71668,247,78
45.23971,14.18994,591,78
49.89105,15.57463,502,78
46.92819,11.30516,2085,78
44.70705,6.29008,2270,78
42.67422,24.78817,1359,78
41.40697,13.21735,145,78
46.23642,14.0644,1416,78
48.77546,18.03842,950,78
46.2751,7.72169,2026,78
51.79477,5.93377,65,78
42.1414,1.42337,1493,78
47.82306,7.82314,1224,78
48.69632,19.95569,865,78
55.58659,-3.70076,392,78
46.15906,6.19498,720,78
40.49234,23.15874,259,78
48.62347,20.78879,766,78
46.73928,8.82742,2812,78
46.31739,8.68921,2118,78
43.13953,23.59622,1027,78
40.17991,22.02005,768,78
47.11797,13.62566,1936,78
47.46242,10.83472,1851,78
53.35988,-1.81265,259,78
46.72668,7.49472,1222,78
41.85249,13.07534,686,78
47.84374,14.57542,1396,78
47.66747,12.53389,1194,78
47.9031,14.33957,1113,78
53.86647,-2.52402,246,78
42.1387,1.63259,1068,78
46.85262,10.36808,2175,78
47.01634,11.97975,2127,78
41.74088,13.47223,1138,78
46.81124,8.26441,1958,78
45.77315,9.73153,1068,78
44.21574,6.65781,2122,78
47.32572,13.34162,1722,78
45.11557,5.64973,850,78
46.92369,8.66384,2023,78
46.57466,14.24573,765,78
43.93229,7.56826,1537,78
54.11797,-6.43464,438,78
45.8811,11.89353,749,78
42.43751,12.94092,996,78
43.69833,6.86324,967,78
45.82623,9.18627,885,78
46.15366,8.54211,1544,78
46.21933,8.36205,2167,78
47.32122,9.51089,848,78
45.8802,10.95899,1303,78
47.99573,15.60506,691,78
51.24112,10.09038,418,78
46.54137,8.61693,1916,78
45.63192,10.23494,1039,78
47.73132,12.26379,1542,78
42.1054,1.83294,889,78
46.33987,7.59109,1883,78
45.12457,21.32263,253,78
45.88739,9.01382,1078,78
44.93201,5.91094,2461,78
46.0727,9.40057,1646,78
45.95306,9.48299,1436,78
47.29694,8.67779,689,78
47.77539,13.43038,1664,78
44.03307,6.42576,1484,78
39.51633,30.83923,1120,78
45.37555,7.5429,1594,78
46.22473,13.64595,591,78
42.48521,2.53163,1559,78
45.74347,10.86135,1925,78
41.34306,13.1958,107,78
44.37591,5.33145,1169,78
47.46152,10.88924,1695,78
38.27632,15.80795,362,78
47.627,11.36856,1361,78
47.16384,9.35239,1761,78
48.92115,18.28315,567,78
47.90939,6.92917,1194,78
46.56566,8.36586,1766,78
48.41032,6.0593,454,78
48.10635,21.37335,113,78
46.71139,13.97944,1324,78
46.37946,11.21132,1385,78
40.04305,20.75582,773,78
44.10866,3.09083,424,78
46.79325,13.03856,2353,78
46.83014,11.32672,2110,78
47.41476,9.92934,886,78
46.12038,6.97102,2716,78
46.62234,9.22685,2789,78
47.01455,8.82869,1703,78
45.25051,5.78794,1346,78
45.86581,8.76275,1094,78
45.96566,8.78177,621,78
40.53286,30.12279,574,78
47.74931,13.30358,1489,78
49.30767,10.05234,475,78
39.81436,-8.40263,344,78
39.71802,-0.84895,561,78
45.39803,14.0644,492,78
47.0865,11.3153,2327,78
47.6324,7.92838,731,78
42.74352,0.50658,2215,78
49.15756,20.20549,1627,78
49.24026,12.93966,862,78
42.33131,13.04363,1201,78
46.98936,9.8913,2415,78
49.13868,22.35735,864,78
42.63822,-1.0772,935,78
46.20224,7.93599,2818,78
46.87151,8.94281,2368,78
47.46962,10.4746,2175,78
46.6952,10.57097,1615,78
46.29399,13.84503,1237,78
47.40396,10.95518,1765,78
47.60182,12.77861,1987,78
46.37586,7.59489,2717,78
49.7706,12.0888,533,78
42.46361,2.76495,695,78
44.48659,5.67002,1114,78
47.14585,9.21924,2056,78
49.65015,9.9788,297,78
47.40487,10.30088,1097,78
38.73027,16.1668,236,78
46.37496,14.24573,1393,78
46.8976,9.8634,1719,78
47.00105,8.54845,1376,78
44.00428,6.52087,1598,78
46.84273,11.89606,2154,78
46.35696,8.12366,2220,78
47.2223,9.30674,1590,78
46.11049,6.7022,1384,78
42.29171,1.99272,1793,78
47.82396,14.23178,1306,78
42.2494,13.20341,1266,78
42.2845,1.95594,1598,78
46.09249,7.1384,1763,78
46.10329,12.55164,1120,78
46.22563,9.04679,241,77
46.31109,7.03569,1577,77
51.88644,-3.13902,527,77
46.03942,14.03397,624,77
42.96313,-0.60422,805,77
45.79924,6.86831,3121,77
46.79235,9.21037,1257,77
47.31493,10.16773,1623,77
45.64452,10.05868,624,77
44.03847,6.25077,1246,77
46.16176,7.26901,1857,77
41.36287,21.25542,1244,77
47.71424,14.08089,1741,77
47.61891,10.82584,1054,77
45.66071,24.80846,1395,77
44.12215,7.98545,1271,77
47.25557,12.84582,1675,77
40.82729,-8.11352,881,77
47.38058,13.27568,1754,77
46.38215,7.37299,2717,77
45.82353,6.61216,1746,77
47.83655,7.83835,1182,77
47.28435,15.41232,1115,77
49.76161,16.53326,545,77
46.59625,11.64372,1641,77
45.11647,28.25117,171,77
41.62117,14.27363,830,77
46.76537,13.23511,1151,77
47.02354,10.06756,2614,77
46.99925,10.24381,2184,77
47.05682,8.45081,1008,77
42.63642,22.98122,776,77
45.13176,5.38598,701,77
39.87738,15.79907,156,77
45.61843,24.95808,1732,77
45.16325,7.40469,1289,77
47.20791,7.37045,1020,77
46.25801,8.38868,2678,77
47.761,13.35684,802,77
42.03969,0.79569,1312,77
46.88951,12.94092,2358,77
47.65128,14.38141,1589,77
39.60007,19.79338,243,77
52.58473,9.15077,31,77
46.78965,9.06074,1824,77
45.77225,11.58666,438,77
45.82083,6.2736,1786,77
42.82813,1.42337,1847,77
46.81664,12.25111,2147,77
47.25108,7.36791,1120,77
45.33057,6.14172,2149,77
47.05862,10.33511,2024,77
47.49839,10.60774,1822,77
43.96018,6.55891,1597,77
46.8985,8.32021,1406,77
55.14915,23.54676,70,77
40.10878,-7.49979,983,77
40.84349,-3.11366,841,77
45.95576,13.71316,75,77
47.36709,11.6171,2488,77
47.07391,9.08864,1226,77
45.79474,6.19498,831,77
45.52397,6.06818,1026,77
46.13657,5.85388,1169,77
47.6243,11.42435,1287,77
47.61081,13.68653,1563,77
42.07209,1.68712,1013,77
39.65769,21.54834,1589,77
46.62774,8.59537,1689,77
47.06132,8.63975,1091,77
46.39565,7.96769,2697,77
44.86362,5.5318,1999,77
49.48026,9.85453,356,77
46.36416,7.89668,2805,77
48.60368,19.50047,901,77
47.44893,10.31483,1593,77
43.8297,6.66415,1670,77
45.75696,10.86896,1766,77
46.02503,11.31657,962,77
45.32787,5.8767,1539,77
47.12157,8.51675,833,77
46.79145,8.25807,1817,77
45.45291,8.01207,438,77
46.32188,13.27442,1159,77
45.13896,7.4199,1270,77
47.13416,11.87958,2020,77
46.04302,6.74024,1678,77
41.74988,13.74739,1635,77
42.71202,25.38161,1071,77
42.3232,13.71189,1244,77
42.32051,13.72964,1057,77
42.63732,-2.40736,600,77
47.33022,10.3199,1968,77
46.25531,13.56226,661,77
46.77796,13.12859,1807,77
46.83193,10.34019,2005,77
42.70392,13.63961,668,77
47.54696,12.29676,1583,77
47.73672,12.22702,1279,77
45.0121,7.4199,859,77
47.082,9.6098,2337,77
47.72773,12.69366,1472,77
46.30569,7.35143,2547,77
46.6889,8.79572,1844,77
46.14737,12.05203,1203,77
47.67826,12.34495,1351,77
45.53926,10.28312,622,77
43.77032,6.24951,951,77
42.91633,0.13885,2171,77
46.04122,6.69459,1732,77
51.41368,22.73522,171,77
45.69579,9.96358,571,77
46.38665,7.24618,1817,77
47.15844,9.55274,1762,77
46.04392,7.31212,2418,77
45.61123,7.96135,1788,77
44.29132,7.49091,1023,77
47.45343,11.68177,1648,77
47.94986,14.74407,650,77
44.60627,4.0761,1356,77
53.11557,-9.27884,111,77
45.39174,7.57333,1372,77
45.38454,7.61391,641,77
44.4326,9.22432,643,77
42.3259,13.83235,1225,77
46.32638,8.82742,2123,77
46.70599,11.81745,2215,77
46.44962,7.03315,1785,77
41.17026,24.17571,545,77
42.46091,12.95107,1406,77
45.94407,6.79096,1993,77
47.32572,10.18295,1621,77
46.43613,7.42371,1737,77
45.94227,8.35825,1791,77
46.903,6.71488,1302,77
40.50855,-5.22747,1126,77
46.94618,12.40328,2693,77
55.583,11.75024,34,77
46.26251,9.06074,1790,77
43.35819,6.1468,492,77
47.39767,13.27822,1776,77
46.79415,12.94219,1778,77
46.70959,8.96944,1886,77
46.4964,11.72868,2099,77
45.4673,5.91855,1463,77
47.14046,9.18881,1476,77
49.57824,18.15381,535,77
45.17494,5.57364,1477,77
43.60564,20.63535,1006,77
46.77346,8.23778,2464,77
47.52448,10.6648,1156,77
44.54058,9.00748,630,77
46.22113,9.17867,1903,77
40.73004,15.48333,578,77
51.02451,6.46888,120,77
40.8678,21.8197,1169,77
45.92248,11.9899,927,77
47.34911,13.08548,1685,77
46.72399,11.22908,1434,77
47.44713,10.58872,1673,77
52.16776,-3.32162,276,77
47.23129,9.06328,1084,77
42.87583,-2.1043,934,77
45.8775,6.73897,1686,77
46.34887,13.60157,1215,77
40.07367,-8.29738,344,77
47.59283,12.79256,2053,77
47.2187,12.52754,2454,77
48.52454,17.37397,486,77
46.15456,13.90717,902,77
43.25201,-5.94518,1001,77
47.40396,9.81395,1407,77
46.86882,9.43861,2263,77
47.02804,12.42864,2289,77
45.60673,10.16393,516,77
45.4655,2.99446,1022,77
39.40919,21.71318,628,77
55.75546,-3.09844,351,77
44.68996,6.64387,1334,77
46.85083,10.29961,2890,77
47.19981,9.06835,896,77
43.78831,6.24951,703,77
47.36169,7.67985,1133,77
46.03672,6.97609,2306,77
47.2205,14.68954,1029,77
46.16986,7.51754,2883,77
45.91618,9.35619,1264,77
38.33216,31.43647,1069,77
46.40554,7.98291,2966,77
46.82564,12.89527,2038,77
45.59864,24.45341,1864,77
42.69492,25.37273,604,77
45.85231,6.7656,2253,77
42.118,13.92365,1031,77
47.51458,11.01098,1857,77
45.91978,10.96913,1801,77
46.24902,9.07342,1155,77
46.0826,8.86293,1864,77
46.51529,7.13333,2108,77
52.47244,20.52884,102,77
47.17014,9.13428,1842,77
44.71965,5.80823,2234,77
46.99475,9.78352,1899,77
45.90899,7.06358,3121,77
45.2532,14.63629,474,77
44.85643,5.99844,2121,77
38.68884,35.52969,1135,77
49.2061,20.2765,1436,77
46.18875,10.00923,1253,77
45.77225,8.19087,1590,77
47.17104,11.3394,1515,77
38.91938,20.91686,300,77
41.03885,22.02892,642,77
46.76267,11.79589,2010,77
47.07031,9.27757,1708,77
46.25801,11.96581,1601,77
47.22589,9.28391,1728,77
46.57646,7.21702,1944,77
47.23849,11.84788,1615,77
46.83104,12.06598,2131,77
47.31313,10.28946,2098,77
47.6207,13.4773,1946,77
43.68483,11.60949,1517,77
47.75201,12.49711,1513,77
47.31043,11.44845,1433,77
47.14676,13.07534,1740,77
44.4533,10.15886,1150,77
46.79955,6.4917,1446,77
51.21146,12.37158,132,77
47.73312,14.22164,1371,77
42.69672,-3.31654,1121,77
41.88759,-7.70775,1256,77
44.447,9.22939,910,77
45.89999,13.91731,375,77
49.11801,19.32928,1171,77
42.39341,12.9815,967,77
43.2961,-2.27802,9,77
46.53328,8.12873,3951,77
49.43621,9.89891,395,77
46.76087,13.04744,1305,77
46.73208,10.05107,2538,77
46.87961,9.91286,2064,77
47.92738,6.93044,1078,77
49.23486,11.48015,571,77
46.12578,8.94788,1139,77
47.0775,9.76957,2322,77
47.29874,8.97705,1269,77
46.65832,11.96961,2310,77
46.03852,12.27521,1200,77
47.45703,21.38223,89,77
45.51678,6.75418,2330,77
44.49199,9.31942,1126,77
42.50861,12.86991,671,77
47.34821,10.11067,1951,77
44.81773,6.78969,3081,77
43.55975,-8.25554,25,77
39.05534,21.30488,1080,77
47.26817,12.39567,1140,77
47.45792,10.46572,2096,77
47.69175,11.91128,1230,77
44.39391,6.38772,2154,77
48.12254,8.0704,945,77
46.10149,8.88448,1751,77
47.01904,10.51391,2719,77
46.84543,11.54482,1825,77
47.72593,12.51486,1419,77
46.86612,13.41517,1658,77
46.50539,11.78828,2015,77
45.8703,7.92204,2010,77
47.359,7.84089,939,77
47.60632,12.21688,588,77
46.88861,11.47,1585,77
44.27243,6.46888,2029,77
46.72758,9.14823,1771,77
45.75066,9.61741,332,77
51.73275,-2.26281,57,77
46.83283,9.18374,2404,77
46.63313,8.72978,2676,77
38.06916,27.77185,659,77
45.84871,6.55383,1650,77
40.03045,32.31142,806,77
46.77166,6.47648,1351,77
39.95031,21.75503,1311,77
47.58923,12.95487,1264,77
46.46401,10.98942,1884,77
46.38485,7.30705,2036,77
40.8777,-8.10971,852,77
42.44111,12.91937,706,77
45.83702,6.48283,1757,77
46.36236,7.65449,2321,77
44.88072,5.55589,1616,77
40.28616,-7.82314,757,77
42.2296,13.8463,1008,77
49.07396,10.52785,540,77
47.79518,12.59348,686,77
47.61351,13.02461,1261,77
42.65442,24.9137,1243,77
43.96018,11.08579,731,77
46.20044,8.77923,1494,77
47.91119,14.39409,1089,77
45.84242,14.24446,730,77
41.86869,0.82486,484,77
47.46692,10.56209,1976,77
50.58769,10.12462,562,77
40.12049,-7.4161,743,77
50.06633,17.13812,1209,77
47.05952,12.04062,3013,77
47.34461,13.46462,1585,77
47.20521,24.89849,1305,77
47.03883,9.10512,1619,77
45.05709,2.74339,1624,77
46.58905,7.12572,1592,77
45.93597,6.38138,1641,77
47.03793,11.96834,2824,77
47.39767,11.71981,1894,77
47.4966,12.62645,1648,77
46.94708,9.05693,1689,77
46.13837,10.94757,1258,76
39.40199,20.4946,231,76
42.3241,-0.6169,977,76
45.98185,12.10022,1116,76
42.0532,0.70059,1302,76
47.98494,6.97609,1151,76
41.40157,21.22372,1568,76
46.22383,12.68098,1420,76
47.56045,13.61552,1357,76
46.13567,6.55891,1625,76
47.2169,12.86484,1957,76
47.36619,12.85977,1797,76
47.02624,8.83376,1854,76
47.96695,7.88273,747,76
46.697,11.97341,2167,76
42.81193,13.24525,1618,76
46.57016,14.22671,770,76
46.76807,8.19087,1959,76
41.99829,0.90221,630,76
47.42375,12.23209,1302,76
52.93503,-6.5792,453,76
42.73903,24.15288,1193,76
46.20944,12.8547,590,76
47.46782,11.0972,1161,76
